,원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
9830,SR11002,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,4,사용수,30,3736.8,62.28,0,KG,,0.0,60.0,1,
9831,SR13801,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,1,액상리그닌,3,6.0,0.1,0,KG,,0.0,0.0,1,
9832,SR16003,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,3,ACTICIDE-MVK,0,12.0,0.2,0,KG,,0.0,0.0,1,
9833,SR16600,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,8,RA-300S,1,108.0,1.8,0,KG,,0.0,5.0,1,
9834,SR35211,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,6,PEMA-SRE-200(5,14,511.2,8.52,0,KG,,0.0,15.0,1,
9835,SR35224,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,5,WRE-770,18,1080.0,18.0,0,KG,,0.0,20.0,1,
9836,SR35903,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,9,PCA3000,10,180.0,3.0,0,KG,마지막투입,0.0,30.0,1,
9837,SR35904,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,7,Urea-20%,4,360.0,6.0,0,KG,,0.0,40.0,1,
9838,SR68222,A,WO,20000,2021-04-12,SR2021041222,0,PEMA053041502,15,2,소포제(MR-130),0,6.0,0.1,0,KG,,0.0,0.0,1,
9839,SR11002,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,5,사용수,30,3691.1,52.73,0,KG,,33.0,60.0,1,
9840,SR13801,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,1,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
9841,SR16002,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,6,글루콘산소다,2,140.0,2.0,0,KG,,0.0,40.0,1,
9842,SR16003,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,4,ACTICIDE-MVK,0,14.0,0.2,0,KG,,0.0,0.0,1,
9843,SR16600,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,11,RA-300S,1,105.0,1.5,0,KG,,0.0,5.0,1,
9844,SR35211,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,9,PEMA-SRE-200(5,14,700.0,10.0,0,KG,,0.0,15.0,1,
9845,SR35224,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,7,WRE-770,18,1036.0,14.8,0,KG,,0.0,20.0,1,
9846,SR35225,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,8,WRE-550T,19,490.0,7.0,0,KG,,0.0,15.0,1,
9847,SR35904,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,10,Urea-20%,4,805.0,11.5,0,KG,,0.0,40.0,1,
9848,SR38117,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,2,PC소포제,0,4.9,0.07,0,KG,,0.0,0.0,1,
9849,SR68222,A,WO,20000,2021-04-12,SR2021041231,0,PEMA053062006,15,3,소포제(MR-130),0,7.0,0.1,0,KG,,0.0,0.0,1,
9850,SR11002,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,4,사용수,30,3691.1,52.73,0,KG,,25.9,45.0,1,
9851,SR13801,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,1,액상리그닌,3,7.0,0.1,0,KG,,0.0,0.0,1,
9852,SR16003,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,3,ACTICIDE-MVK,0,14.0,0.2,0,KG,,0.0,0.0,1,
9853,SR16600,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,9,RA-300S,1,35.0,0.5,0,KG,,0.0,5.0,1,
9854,SR18520,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,8,DEA,0,350.0,5.0,0,KG,마지막투입,0.0,0.0,1,
9855,SR35218,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,5,WRE-580FX(55%),16,1092.0,15.6,0,KG,,0.0,15.0,1,
9856,SR35225,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,6,WRE-550T,19,1204.0,17.2,0,KG,,0.0,15.0,1,
9857,SR35556,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,7,PEMA-630XR,11,602.0,8.6,0,KG,,0.0,15.0,1,
9858,SR38117,A,WO,20000,2021-04-12,SR2A21041221,0,PEMA043043200,9,2,PC소포제,0,4.9,0.07,0,KG,,0.0,0.0,1,
9859,SR11002,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,5,사용수,30,2914.0,58.28,0,KG,,21.0,60.0,1,
9860,SR13801,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,1,액상리그닌,3,2.5,0.05,0,KG,,0.0,0.0,1,
9861,SR16003,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,4,ACTICIDE-MVK,0,10.0,0.2,0,KG,,0.0,0.0,1,
9862,SR35218,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,6,WRE-580FX(55%),16,750.0,15.0,0,KG,,0.0,5.0,1,
9863,SR35500,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,8,PEMA-500FR,13,550.0,11.0,0,KG,,0.0,5.0,1,
9864,SR35556,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,7,PEMA-630XR,11,390.0,7.8,0,KG,,0.0,5.0,1,
9865,SR35904,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,9,Urea-20%,4,375.0,7.5,0,KG,,0.0,30.0,1,
9866,SR38117,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,2,PC소포제,0,3.5,0.07,0,KG,,0.0,0.0,1,
9867,SR68222,A,WO,20000,2021-04-12,SR3F21041232,0,PEMA023035303,11,3,소포제(MR-130),0,5.0,0.1,0,KG,,0.0,0.0,1,
9868,SR11002,A,WO,20000,2021-04-13,500F21041305,0,PEMA023058600,531,2,사용수,30,802.5,5.35,0,KG,,0.0,60.0,1,
9869,SR13801,A,WO,20000,2021-04-13,500F21041305,0,PEMA023058600,531,1,액상리그닌,3,22.5,0.15,0,KG,,0.0,20.0,1,
9870,SR35218,A,WO,20000,2021-04-13,500F21041305,0,PEMA023058600,531,3,WRE-580FX(55%),22,8181.0,54.54,0,KG,,0.0,15.0,1,
9871,SR35225,A,WO,20000,2021-04-13,500F21041305,0,PEMA023058600,531,4,WRE-550T,19,5994.0,39.96,0,KG,,0.0,15.0,1,
9872,SR13801,A,WO,20000,2021-04-13,580F21041311,0,PEMA043090700,26,1,액상리그닌,3,30.0,0.2,0,KG,,0.0,0.0,1,
9873,SR35224,A,WO,20000,2021-04-13,580F21041311,0,PEMA043090700,26,2,WRE-770,18,14970.0,99.8,0,KG,,0.0,20.0,1,
9874,SR11002,A,WO,20000,2021-04-13,580F21041317,0,PEMA023098200,72,1,사용수,30,1800.0,9.0,0,KG,,0.0,20.0,1,
9875,SR35218,A,WO,20000,2021-04-13,580F21041317,0,PEMA023098200,72,2,WRE-580FX(55%),16,18200.0,91.0,0,KG,,0.0,15.0,1,
9876,SR11002,A,WO,20000,2021-04-13,AE21041314,0,SSA013082500,125,1,사용수,30,9000.0,90.0,0,KG,,0.0,45.0,1,
9877,SR15500,A,WO,20000,2021-04-13,AE21041314,0,SSA013082500,125,2,공기연행제,5,1000.0,10.0,0,KG,CJ !!,0.0,20.0,1,
9878,SR11002,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,4,사용수,30,6808.0,68.08,0,KG,재활용수800kg,22.0,45.0,1,
9879,SR13801,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,1,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
9880,SR16002,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,5,글루콘산소다,2,500.0,5.0,0,KG,,0.0,35.0,1,
9881,SR16003,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,3,ACTICIDE-MVK,0,5.0,0.05,0,KG,,0.0,0.0,1,
9882,SR16600,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,8,RA-300S,1,80.0,0.8,0,KG,,0.0,5.0,1,
9883,SR35224,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,6,WRE-770,18,750.0,7.5,0,KG,,0.0,20.0,1,
9884,SR35903,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,9,PCA3000,10,600.0,6.0,0,KG,마지막투입,0.0,30.0,1,
9885,SR35904,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,7,Urea-20%,4,1240.0,12.4,0,KG,,0.0,40.0,1,
9886,SR68222,A,WO,20000,2021-04-13,CSA521041322,0,PEMA063057600,11,2,소포제(MR-130),0,7.0,0.07,0,KG,,0.0,0.0,1,
9887,SR11002,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,4,사용수,30,6666.0,60.6,0,KG,재활용수절대금지!,44.0,60.0,1,
9888,SR13801,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,1,액상리그닌,3,11.0,0.1,0,KG,,0.0,0.0,1,
9889,SR16003,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,3,ACTICIDE-MVK,0,22.0,0.2,0,KG,,0.0,0.0,1,
9890,SR35211,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,6,PEMA-SRE-200(5,14,1760.0,16.0,0,KG,,0.0,15.0,1,
9891,SR35224,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,5,WRE-770,18,1760.0,16.0,0,KG,,0.0,20.0,1,
9892,SR35758,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,8,M30,7,220.0,2.0,0,KG,마지막투입,0.0,30.0,1,
9893,SR35903,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,7,PCA3000,10,550.0,5.0,0,KG,,0.0,30.0,1,
9894,SR68222,A,WO,20000,2021-04-13,CSA521041339,0,PEMA033035303,26,2,소포제(MR-130),0,11.0,0.1,0,KG,,0.0,0.0,1,
9895,PEMA013130400,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,12,PEMA-PR2000 영풍,0,1020.0,10.2,0,KG,,0.0,0.0,1,
9896,SR11002,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,4,사용수,30,5907.0,59.07,0,KG,재활용수800kg,40.0,60.0,1,
9897,SR13801,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,1,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
9898,SR16002,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,5,글루콘산소다,2,300.0,3.0,0,KG,,0.0,40.0,1,
9899,SR16003,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,3,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
9900,SR16600,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,9,RA-300S,1,350.0,3.5,0,KG,,0.0,5.0,1,
9901,SR35224,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,6,WRE-770,18,600.0,6.0,0,KG,,0.0,20.0,1,
9902,SR35500,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,7,PEMA-500FR,13,300.0,3.0,0,KG,,0.0,10.0,1,
9903,SR35758,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,11,M30,7,163.0,1.63,0,KG,마지막투입,0.0,30.0,1,
9904,SR35903,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,10,PCA3000,10,570.0,5.7,0,KG,,0.0,25.0,1,
9905,SR35904,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,8,Urea-20%,4,750.0,7.5,0,KG,,0.0,35.0,1,
9906,SR68222,A,WO,20000,2021-04-13,CSA521041346,0,PEMA013103801,17,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
9907,SR11002,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,4,사용수,30,3092.8,38.66,0,KG,재활용수1000kg적용,27.2,60.0,1,
9908,SR13801,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,1,액상리그닌,3,8.0,0.1,0,KG,,0.0,0.0,1,
9909,SR16003,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,3,ACTICIDE-MVK,0,16.0,0.2,0,KG,,0.0,0.0,1,
9910,SR16600,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,8,RA-300S,1,400.0,5.0,0,KG,,0.0,5.0,1,
9911,SR35224,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,5,WRE-770,18,1600.0,20.0,0,KG,,0.0,5.0,1,
9912,SR35228,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,6,SRE-200SD-T,17,320.0,4.0,0,KG,,0.0,5.0,1,
9913,SR35903,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,9,PCA3000,10,720.0,9.0,0,KG,마지막투입,0.0,25.0,1,
9914,SR35904,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,7,Urea-20%,4,1840.0,23.0,0,KG,,0.0,30.0,1,
9915,SR38117,A,WO,20000,2021-04-13,HR1021041234,0,PEMA013089220,41,2,PC소포제,0,3.2,0.04,0,KG,,0.0,0.0,1,
9916,SR11002,A,WO,20000,2021-04-13,HR1021041309,0,PEMA013082500,128,4,사용수,30,6110.0,61.1,0,KG,재활용수금지,40.0,45.0,1,
9917,SR13801,A,WO,20000,2021-04-13,HR1021041309,0,PEMA013082500,128,1,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
9918,SR16003,A,WO,20000,2021-04-13,HR1021041309,0,PEMA013082500,128,3,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
9919,SR35224,A,WO,20000,2021-04-13,HR1021041309,0,PEMA013082500,128,5,WRE-770,18,1400.0,14.0,0,KG,,0.0,20.0,1,
9920,SR35903,A,WO,20000,2021-04-13,HR1021041309,0,PEMA013082500,128,7,PCA3000,10,500.0,5.0,0,KG,마지막투입,0.0,30.0,1,
9921,SR35904,A,WO,20000,2021-04-13,HR1021041309,0,PEMA013082500,128,6,Urea-20%,4,1950.0,19.5,0,KG,,0.0,40.0,1,
9922,SR68222,A,WO,20000,2021-04-13,HR1021041309,0,PEMA013082500,128,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
9923,SR11002,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,4,사용수,30,6720.0,67.2,0,KG,재활용수1 000kg적용,40.0,60.0,1,
9924,SR13801,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,1,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
9925,SR16002,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,5,글루콘산소다,2,500.0,5.0,0,KG,,0.0,40.0,1,
9926,SR16003,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,3,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
9927,SR16600,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,9,RA-300S,1,250.0,2.5,0,KG,,0.0,5.0,1,
9928,SR35211,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,7,PEMA-SRE-200(5,14,200.0,2.0,0,KG,,0.0,5.0,1,
9929,SR35224,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,6,WRE-770,18,1200.0,12.0,0,KG,,0.0,5.0,1,
9930,SR35903,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,10,PCA3000,10,450.0,4.5,0,KG,마지막투입요망,0.0,25.0,1,
9931,SR35904,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,8,Urea-20%,4,640.0,6.4,0,KG,,0.0,30.0,1,
9932,SR68222,A,WO,20000,2021-04-13,HR1021041310,0,PEMA013125500,21,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
9933,SR11002,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,4,사용수,30,3186.0,53.1,0,KG,재활용수480kg,24.0,60.0,1,
9934,SR13801,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,1,액상리그닌,3,6.0,0.1,0,KG,,0.0,0.0,1,
9935,SR16002,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,5,글루콘산소다,2,180.0,3.0,0,KG,,0.0,40.0,1,
9936,SR16003,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,3,ACTICIDE-MVK,0,12.0,0.2,0,KG,,0.0,0.0,1,
9937,SR16600,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,8,RA-300S,1,270.0,4.5,0,KG,,0.0,5.0,1,
9938,SR35224,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,6,WRE-770,18,960.0,16.0,0,KG,,0.0,5.0,1,
9939,SR35903,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,9,PCA3000,10,240.0,4.0,0,KG,마지막투입,0.0,25.0,1,
9940,SR35904,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,7,Urea-20%,4,1140.0,19.0,0,KG,,0.0,30.0,1,
9941,SR68222,A,WO,20000,2021-04-13,HR1021041320,0,PEMA013058602,12,2,소포제(MR-130),0,6.0,0.1,0,KG,,0.0,0.0,1,
9942,SR11002,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,4,사용수,30,3040.0,60.8,0,KG,재활용수400KG,20.0,45.0,1,
9943,SR13801,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,1,액상리그닌,3,5.0,0.1,0,KG,,0.0,0.0,1,
9944,SR16002,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,5,글루콘산소다,2,250.0,5.0,0,KG,,0.0,35.0,1,
9945,SR16003,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,3,ACTICIDE-MVK,0,10.0,0.2,0,KG,,0.0,0.0,1,
9946,SR16600,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,8,RA-300S,1,325.0,6.5,0,KG,,0.0,5.0,1,
9947,SR35224,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,6,WRE-770,18,800.0,16.0,0,KG,,0.0,20.0,1,
9948,SR35903,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,9,PCA3000,10,100.0,2.0,0,KG,마지막투입,0.0,30.0,1,
9949,SR35904,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,7,Urea-20%,4,465.0,9.3,0,KG,,0.0,40.0,1,
9950,SR68222,A,WO,20000,2021-04-13,HR1021041323,0,PEMA013048523,20,2,소포제(MR-130),0,5.0,0.1,0,KG,,0.0,0.0,1,
9951,SR11002,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,4,사용수,30,5604.0,56.04,0,KG,재활용수800KG,37.0,60.0,1,
9952,SR13801,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,1,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
9953,SR16600,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,9,RA-300S,1,9.0,0.09,0,KG,,0.0,5.0,1,
9954,SR35211,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,7,PEMA-SRE-200(5,14,300.0,3.0,0,KG,,0.0,5.0,1,
9955,SR35224,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,5,WRE-770,18,400.0,4.0,0,KG,,0.0,5.0,1,
9956,SR35225,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,6,WRE-550T,21,300.0,3.0,0,KG,,0.0,5.0,1,
9957,SR35903,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,10,PCA3000,10,500.0,5.0,0,KG,마지막투입,0.0,25.0,1,
9958,SR35904,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,8,Urea-20%,4,2850.0,28.5,0,KG,,0.0,30.0,1,
9959,SR38117,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,2,PC소포제,0,7.0,0.07,0,KG,,0.0,0.0,1,
9960,SR68222,A,WO,20000,2021-04-13,HR1021041326,0,PEMA013114400,60,3,소포제(MR-130),0,20.0,0.2,0,KG,,0.0,0.0,1,
9961,SR11002,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,3,사용수,30,5798.0,57.98,0,KG,재활용수800KG,20.0,60.0,1,
9962,SR13801,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,1,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
9963,SR16002,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,4,글루콘산소다,2,700.0,7.0,0,KG,,0.0,40.0,1,
9964,SR16600,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,8,RA-300S,1,96.0,0.96,0,KG,,0.0,5.0,1,
9965,SR35218,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,5,WRE-580FX(55%),16,1126.0,11.26,0,KG,,0.0,5.0,1,
9966,SR35556,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,6,PEMA-630XR,11,1560.0,15.6,0,KG,,0.0,5.0,1,
9967,SR35904,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,7,Urea-20%,4,700.0,7.0,0,KG,,0.0,30.0,1,
9968,SR38117,A,WO,20000,2021-04-13,HR1021041327,0,PEMA033009000,131,2,PC소포제,0,10.0,0.1,0,KG,,0.0,0.0,1,
9969,SR11002,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,4,사용수,30,3219.0,64.38,0,KG,재활용수400kg,11.0,60.0,1,
9970,SR13801,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,1,액상리그닌,3,3.5,0.07,0,KG,,0.0,0.0,1,
9971,SR16002,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,5,글루콘산소다,2,150.0,3.0,0,KG,,0.0,40.0,1,
9972,SR16003,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,3,ACTICIDE-MVK,0,2.5,0.05,0,KG,,0.0,0.0,1,
9973,SR16600,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,9,RA-300S,1,5.0,0.1,0,KG,,0.0,5.0,1,
9974,SR35224,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,6,WRE-770,18,270.0,5.4,0,KG,,0.0,5.0,1,
9975,SR35225,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,7,WRE-550T,21,660.0,13.2,0,KG,,0.0,5.0,1,
9976,SR35903,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,10,PCA3000,10,200.0,4.0,0,KG,마지막투입,0.0,25.0,1,
9977,SR35904,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,8,Urea-20%,4,485.0,9.7,0,KG,,0.0,30.0,1,
9978,SR68222,A,WO,20000,2021-04-13,HR1021041329,0,PEMA023109400,22,2,소포제(MR-130),0,5.0,0.1,0,KG,,0.0,0.0,1,
9979,SR11002,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,5,사용수,30,8122.0,81.22,0,KG,재활용수500kg,35.0,45.0,1,
9980,SR13801,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,1,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
9981,SR16003,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,4,ACTICIDE-MVK,0,5.0,0.05,0,KG,,0.0,0.0,1,
9982,SR16600,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,8,RA-300S,1,125.0,1.25,0,KG,,0.0,5.0,1,
9983,SR35218,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,6,WRE-580FX(55%),16,818.0,8.18,0,KG,,0.0,15.0,1,
9984,SR35225,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,7,WRE-550T,21,900.0,9.0,0,KG,,0.0,20.0,1,
9985,SR38117,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,2,PC소포제,0,10.0,0.1,0,KG,,0.0,0.0,1,
9986,SR68222,A,WO,20000,2021-04-13,HR1021041335,0,PEMA013112900,55,3,소포제(MR-130),0,15.0,0.15,0,KG,,0.0,0.0,1,
9987,SR11002,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,4,사용수,30,6810.0,68.1,0,KG,재활용수1 500KG,40.0,60.0,1,
9988,SR13801,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,1,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
9989,SR16002,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,5,글루콘산소다,2,500.0,5.0,0,KG,,0.0,40.0,1,
9990,SR16003,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,3,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
9991,SR16600,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,8,RA-300S,1,300.0,3.0,0,KG,,0.0,5.0,1,
9992,SR35225,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,6,WRE-550T,21,1500.0,15.0,0,KG,,0.0,20.0,1,
9993,SR35903,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,9,PCA3000,10,600.0,6.0,0,KG,마지막투입,0.0,30.0,1,
9994,SR35904,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,7,Urea-20%,4,250.0,2.5,0,KG,,0.0,40.0,1,
9995,SR68222,A,WO,20000,2021-04-13,HR1021041337,0,PEMA023046501,180,2,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
9996,SR11002,A,WO,20000,2021-04-13,HR1021041343,0,PEMA043077300,78,4,사용수,30,6205.0,62.05,0,KG,재활용수1 500kg,35.0,60.0,1,
9997,SR13801,A,WO,20000,2021-04-13,HR1021041343,0,PEMA043077300,78,1,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
9998,SR16002,A,WO,20000,2021-04-13,HR1021041343,0,PEMA043077300,78,5,글루콘산소다,2,400.0,4.0,0,KG,,0.0,40.0,1,
9999,SR16003,A,WO,20000,2021-04-13,HR1021041343,0,PEMA043077300,78,3,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
10000,SR16600,A,WO,20000,2021-04-13,HR1021041343,0,PEMA043077300,78,9,RA-300S,1,260.0,2.6,0,KG,,0.0,5.0,1,
10001,SR35211,A,WO,20000,2021-04-13,HR1021041343,0,PEMA043077300,78,7,PEMA-SRE-200(5,14,200.0,2.0,0,KG,,0.0,5.0,1,
