,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명
5763,2007000,PEMA023058605,8000,2340,18720000,2020-10-09,2020-10-12,PEMA-HR1000
5764,2002800,PEMA023058605,8000,1229,9832000,2020-11-02,2020-11-05,PEMA-HR1000
5770,2003000,PEMA033078012,10000,1231,12310000,2020-09-02,2020-09-05,PEMA-HR1000
5771,2003000,PEMA033078012,10000,1231,12310000,2020-11-02,2020-11-05,PEMA-HR1000
5784,2003200,PEMA053114500,7000,1233,8631000,2020-09-02,2020-09-05,PEMA-PCM2000
5785,2006200,PEMA053114500,4000,2258,9032000,2020-10-06,2020-10-09,PEMA-PCM2000
5786,2006300,PEMA053114500,6000,2259,13554000,2020-10-06,2020-10-09,PEMA-PCM2000
5787,2003200,PEMA053114500,7000,1233,8631000,2020-11-02,2020-11-05,PEMA-PCM2000
5820,2003500,PEMA013129800,3000,1236,3708000,2020-09-02,2020-09-05,PEMA-PR1000
5821,2003600,PEMA013129800,22000,1237,27214000,2020-09-02,2020-09-05,PEMA-PR1000
5822,2003900,PEMA013129800,15000,1666,24990000,2020-09-17,2020-09-20,PEMA-PR1000
5823,2004000,PEMA013129800,10000,1667,16670000,2020-09-17,2020-09-20,PEMA-PR1000
5824,2007100,PEMA013129800,22000,2128,46816000,2020-10-01,2020-10-04,PEMA-PR1000
5825,2007200,PEMA013129800,3000,2129,6387000,2020-10-01,2020-10-04,PEMA-PR1000
5826,2007200,PEMA013129800,12500,2555,31937500,2020-10-15,2020-10-18,PEMA-PR1000
5827,2007302,PEMA013129800,12500,2556,31950000,2020-10-15,2020-10-18,PEMA-PR1000
5828,2003500,PEMA013129800,3000,1236,3708000,2020-11-02,2020-11-05,PEMA-PR1000
5829,2003600,PEMA013129800,22000,1237,27214000,2020-11-02,2020-11-05,PEMA-PR1000
5830,2003900,PEMA013129800,15000,1666,24990000,2020-11-17,2020-11-20,PEMA-PR1000
5831,2004000,PEMA013129800,10000,1667,16670000,2020-11-17,2020-11-20,PEMA-PR1000
5876,2003700,PEMA023024804,10000,1238,12380000,2020-09-02,2020-09-05,PEMA-PR2000
5877,2004104,PEMA023024804,10000,1314,13140000,2020-09-05,2020-09-08,PEMA-PR2000
5878,2003800,PEMA023024804,10000,1381,13810000,2020-09-08,2020-09-11,PEMA-PR2000
5879,2005900,PEMA023024804,10000,1545,15450000,2020-09-14,2020-09-17,PEMA-PR2000
5880,2005500,PEMA023024804,10000,1825,18250000,2020-09-23,2020-09-26,PEMA-PR2000
5881,2002400,PEMA023024804,10000,2006,20060000,2020-09-29,2020-10-01,PEMA-PR2000
5882,2002900,PEMA023024804,10000,2082,20820000,2020-09-30,2020-10-03,PEMA-PR2000
5883,2007100,PEMA023024804,10000,2483,24830000,2020-10-14,2020-10-17,PEMA-PR2000
5884,2007302,PEMA023024804,10000,2627,26270000,2020-10-19,2020-10-22,PEMA-PR2000
5885,2004400,PEMA023024804,10000,2666,26660000,2020-10-19,2020-10-22,PEMA-PR2000
5886,2003700,PEMA023024804,10000,1238,12380000,2020-11-02,2020-11-05,PEMA-PR2000
5887,2004104,PEMA023024804,10000,1314,13140000,2020-11-05,2020-11-08,PEMA-PR2000
5888,2003800,PEMA023024804,10000,1381,13810000,2020-11-08,2020-11-11,PEMA-PR2000
5889,2005900,PEMA023024804,10000,1545,15450000,2020-11-14,2020-11-17,PEMA-PR2000
5890,2005500,PEMA023024804,10000,1825,18250000,2020-11-23,2020-11-26,PEMA-PR2000
5891,2002400,PEMA023024804,10000,2006,20060000,2020-11-29,2020-12-01,PEMA-PR2000
5892,2002900,PEMA023024804,10000,2082,20820000,2020-11-30,2020-12-03,PEMA-PR2000
5911,2004000,PEMA373048200,10000,1241,12410000,2020-09-02,2020-09-05,PEMA-SR2000
5912,2003500,PEMA373048200,10000,2088,20880000,2020-09-30,2020-10-03,PEMA-SR2000
5913,2002800,PEMA373048200,10000,2436,24360000,2020-10-13,2020-10-16,PEMA-SR2000
5914,2004000,PEMA373048200,10000,1241,12410000,2020-11-02,2020-11-05,PEMA-SR2000
5915,2003500,PEMA373048200,10000,2088,20880000,2020-11-30,2020-12-03,PEMA-SR2000
5929,2004100,PEMA053021700,10000,1242,12420000,2020-09-02,2020-09-05,PEMA-SR3000F
5930,2006606,PEMA053021700,10000,2192,21920000,2020-10-04,2020-10-07,PEMA-SR3000F
5931,2003700,PEMA053021700,10000,2587,25870000,2020-10-18,2020-10-21,PEMA-SR3000F
5932,2004100,PEMA053021700,10000,1242,12420000,2020-11-02,2020-11-05,PEMA-SR3000F
5944,2004104,PEMA023080100,6000,1243,7458000,2020-09-02,2020-09-05,PEMA-SR3000F
5945,2006609,PEMA023080100,6000,2335,14010000,2020-10-08,2020-10-11,PEMA-SR3000F
5946,2004104,PEMA023080100,6000,1243,7458000,2020-11-02,2020-11-05,PEMA-SR3000F
5960,2004300,PEMA013118900,15000,1245,18675000,2020-09-03,2020-09-06,PEMA-580FX
5961,2006500,PEMA013118900,15000,1835,27525000,2020-09-24,2020-09-27,PEMA-580FX
5962,2001200,PEMA013118900,15000,2492,37380000,2020-10-14,2020-10-17,PEMA-580FX
5963,2004300,PEMA013118900,15000,1245,18675000,2020-11-03,2020-11-06,PEMA-580FX
5964,2006500,PEMA013118900,15000,1835,27525000,2020-11-24,2020-11-27,PEMA-580FX
5986,2004400,PEMA013107101,10000,1246,12460000,2020-09-03,2020-09-06,PEMA-580FX
5987,2006606,PEMA013107101,10000,1553,15530000,2020-09-15,2020-09-18,PEMA-580FX
5988,2002600,PEMA013107101,15000,1937,29055000,2020-09-28,2020-09-30,PEMA-580FX
5989,2003600,PEMA013107101,10000,2231,22310000,2020-10-06,2020-10-09,PEMA-580FX
5990,2001600,PEMA013107101,10000,2638,26380000,2020-10-20,2020-10-23,PEMA-580FX
5991,2004400,PEMA013107101,10000,1246,12460000,2020-11-03,2020-11-06,PEMA-580FX
5992,2006606,PEMA013107101,10000,1553,15530000,2020-11-15,2020-11-18,PEMA-580FX
5993,2002600,PEMA013107101,15000,1937,29055000,2020-11-28,2020-11-30,PEMA-580FX
6020,2004700,PEMA063069401,10000,1249,12490000,2020-09-03,2020-09-06,CSA5000
6021,2006100,PEMA063069401,10000,1760,17600000,2020-09-21,2020-09-24,CSA5000
6022,2003800,PEMA063069401,10000,2020,20200000,2020-09-30,2020-10-02,CSA5000
6023,2007700,PEMA063069401,10000,2276,22760000,2020-10-07,2020-10-10,CSA5000
6024,2003800,PEMA063069401,10000,2446,24460000,2020-10-13,2020-10-16,CSA5000
6025,2005000,PEMA063069401,10000,2601,26010000,2020-10-19,2020-10-22,CSA5000
6026,2004700,PEMA063069401,10000,1249,12490000,2020-11-03,2020-11-06,CSA5000
6027,2006100,PEMA063069401,10000,1760,17600000,2020-11-21,2020-11-24,CSA5000
6028,2003800,PEMA063069401,10000,2020,20200000,2020-11-30,2020-12-02,CSA5000
6061,2004901,PEMA023007400,10000,1251,12510000,2020-09-03,2020-09-06,CSA5000
6062,2001800,PEMA023007400,10000,1504,15040000,2020-09-12,2020-09-15,CSA5000
6063,2004800,PEMA023007400,10000,1676,16760000,2020-09-17,2020-09-20,CSA5000
6064,2007100,PEMA023007400,10000,1844,18440000,2020-09-24,2020-09-27,CSA5000
6065,2007000,PEMA023007400,10000,2198,21980000,2020-10-05,2020-10-08,CSA5000
6066,2004400,PEMA023007400,10000,2453,24530000,2020-10-14,2020-10-17,CSA5000
6067,2002200,PEMA023007400,10000,2643,26430000,2020-10-20,2020-10-23,CSA5000
6068,2004901,PEMA023007400,10000,1251,12510000,2020-11-03,2020-11-06,CSA5000
6069,2001800,PEMA023007400,10000,1504,15040000,2020-11-12,2020-11-15,CSA5000
6070,2004800,PEMA023007400,10000,1676,16760000,2020-11-17,2020-11-20,CSA5000
6071,2007100,PEMA023007400,10000,1844,18440000,2020-11-24,2020-11-27,CSA5000
6092,2005000,PEMA043042900,7000,1252,8764000,2020-09-03,2020-09-06,CSA5000
6093,2004100,PEMA043042900,7000,1526,10682000,2020-09-14,2020-09-17,CSA5000
6094,2003900,PEMA043042900,7000,2163,15141000,2020-10-04,2020-10-07,CSA5000
6095,2004300,PEMA043042900,7000,2594,18158000,2020-10-19,2020-10-22,CSA5000
6096,2005000,PEMA043042900,7000,1252,8764000,2020-11-03,2020-11-06,CSA5000
6097,2004100,PEMA043042900,7000,1526,10682000,2020-11-14,2020-11-17,CSA5000
6113,2005300,PEMA013017200,10000,1255,12550000,2020-09-03,2020-09-06,PEMA-HR1000
6114,2003600,PEMA013017200,10000,1734,17340000,2020-09-21,2020-09-24,PEMA-HR1000
6115,2005100,PEMA013017200,10000,2318,23180000,2020-10-08,2020-10-11,PEMA-HR1000
6116,2005300,PEMA013017200,10000,1255,12550000,2020-11-03,2020-11-06,PEMA-HR1000
6117,2003600,PEMA013017200,10000,1734,17340000,2020-11-21,2020-11-24,PEMA-HR1000
6126,2005400,PEMA053013600,10000,1256,12560000,2020-09-03,2020-09-06,PEMA-HR1000
6127,2006800,PEMA053013600,8000,2693,21544000,2020-10-21,2020-10-24,PEMA-HR1000
6128,2005400,PEMA053013600,10000,1256,12560000,2020-11-03,2020-11-06,PEMA-HR1000
6143,2005500,PEMA013023005,7000,1257,8799000,2020-09-03,2020-09-06,PEMA-HR1000
6144,2004500,PEMA013023005,7000,1815,12705000,2020-09-23,2020-09-26,PEMA-HR1000
6145,2004800,PEMA013023005,7000,2244,15708000,2020-10-06,2020-10-09,PEMA-HR1000
6146,2005500,PEMA013023005,7000,1257,8799000,2020-11-03,2020-11-06,PEMA-HR1000
6147,2004500,PEMA013023005,7000,1815,12705000,2020-11-23,2020-11-26,PEMA-HR1000
6153,2005700,PEMA013127700,10000,1259,12590000,2020-09-03,2020-09-06,PEMA-HR1000
6154,2005700,PEMA013127700,10000,1259,12590000,2020-11-03,2020-11-06,PEMA-HR1000
6163,2005800,PEMA023123200,7000,1260,8820000,2020-09-03,2020-09-06,PEMA-HR1000
6164,2005200,PEMA023123200,10000,2106,21060000,2020-10-01,2020-10-04,PEMA-HR1000
6165,2005800,PEMA023123200,7000,1260,8820000,2020-11-03,2020-11-06,PEMA-HR1000
6182,2006000,PEMA023099800,10000,1262,12620000,2020-09-03,2020-09-06,PEMA-HR1000
6183,2004800,PEMA023099800,10000,1605,16050000,2020-09-16,2020-09-19,PEMA-HR1000
6184,2004200,PEMA023099800,10000,2167,21670000,2020-10-04,2020-10-07,PEMA-HR1000
6185,2006000,PEMA023099800,10000,2611,26110000,2020-10-19,2020-10-22,PEMA-HR1000
6186,2006000,PEMA023099800,10000,1262,12620000,2020-11-03,2020-11-06,PEMA-HR1000
6187,2004800,PEMA023099800,10000,1605,16050000,2020-11-16,2020-11-19,PEMA-HR1000
6203,2006100,PEMA023087900,10000,1263,12630000,2020-09-03,2020-09-06,PEMA-HR1500
6204,2001400,PEMA023087900,10000,1784,17840000,2020-09-22,2020-09-25,PEMA-HR1500
6205,2005900,PEMA023087900,10000,2326,23260000,2020-10-08,2020-10-11,PEMA-HR1500
6206,2006100,PEMA023087900,10000,1263,12630000,2020-11-03,2020-11-06,PEMA-HR1500
6207,2001400,PEMA023087900,10000,1784,17840000,2020-11-22,2020-11-25,PEMA-HR1500
6217,2006200,PEMA013030801,10000,1264,12640000,2020-09-03,2020-09-06,PEMA-HR1500
6218,2002900,PEMA013030801,10000,2295,22950000,2020-10-07,2020-10-10,PEMA-HR1500
6219,2006200,PEMA013030801,10000,1264,12640000,2020-11-03,2020-11-06,PEMA-HR1500
6244,2006300,PEMA013123501,5000,1265,6325000,2020-09-03,2020-09-06,PEMA-PCR3000E
6245,2007700,PEMA013123501,5000,1495,7475000,2020-09-11,2020-09-14,PEMA-PCR3000E
6246,2001700,PEMA013123501,5000,1787,8935000,2020-09-22,2020-09-25,PEMA-PCR3000E
6247,2002800,PEMA013123501,5000,2081,10405000,2020-09-30,2020-10-03,PEMA-PCR3000E
6248,2003400,PEMA013123501,5000,2371,11855000,2020-10-11,2020-10-14,PEMA-PCR3000E
6249,2004500,PEMA013123501,6000,2525,15150000,2020-10-15,2020-10-18,PEMA-PCR3000E
6250,2006300,PEMA013123501,5000,1265,6325000,2020-11-03,2020-11-06,PEMA-PCR3000E
6251,2007700,PEMA013123501,5000,1495,7475000,2020-11-11,2020-11-14,PEMA-PCR3000E
6252,2001700,PEMA013123501,5000,1787,8935000,2020-11-22,2020-11-25,PEMA-PCR3000E
6253,2002800,PEMA013123501,5000,2081,10405000,2020-11-30,2020-12-03,PEMA-PCR3000E
6269,2006400,PEMA093050413,14000,1266,17724000,2020-09-02,2020-09-05,PR1000
6270,2004100,PEMA093050413,14000,1455,20370000,2020-09-10,2020-09-13,PR1000
6271,2004104,PEMA093050413,14000,1456,20384000,2020-09-10,2020-09-13,PR1000
6272,2006400,PEMA093050413,14000,1266,17724000,2020-11-02,2020-11-05,PR1000
6273,2004100,PEMA093050413,14000,1455,20370000,2020-11-10,2020-11-13,PR1000
6274,2004104,PEMA093050413,14000,1456,20384000,2020-11-10,2020-11-13,PR1000
6305,2006500,PEMA013033302,15000,1267,19005000,2020-09-03,2020-09-06,PEMA-PR1000
6306,2006600,PEMA013033302,10000,1268,12680000,2020-09-03,2020-09-06,PEMA-PR1000
6307,2005800,PEMA013033302,15000,1544,23160000,2020-09-14,2020-09-17,PEMA-PR1000
6308,2002300,PEMA013033302,15000,2005,30075000,2020-09-29,2020-10-01,PEMA-PR1000
6309,2006400,PEMA013033302,15000,2260,33900000,2020-10-06,2020-10-09,PEMA-PR1000
6310,2007000,PEMA013033302,15000,2482,37230000,2020-10-14,2020-10-17,PEMA-PR1000
6311,2006700,PEMA013033302,13000,2707,35191000,2020-10-21,2020-10-24,PEMA-PR1000
6312,2006800,PEMA013033302,13000,2708,35204000,2020-10-21,2020-10-24,PEMA-PR1000
6313,2006500,PEMA013033302,15000,1267,19005000,2020-11-03,2020-11-06,PEMA-PR1000
6314,2006600,PEMA013033302,10000,1268,12680000,2020-11-03,2020-11-06,PEMA-PR1000
6315,2005800,PEMA013033302,15000,1544,23160000,2020-11-14,2020-11-17,PEMA-PR1000
6316,2002300,PEMA013033302,15000,2005,30075000,2020-11-29,2020-12-01,PEMA-PR1000
6328,2006606,TSN4012001215,10000,1269,12690000,2020-09-03,2020-09-06,PEMA-SN400
6329,2006606,TSN4012001215,10000,1269,12690000,2020-11-03,2020-11-06,PEMA-SN400
6338,2006609,TSN4012015714,8000,1270,10160000,2020-09-03,2020-09-06,PEMA-SN400
6339,2006100,TSN4012015714,8000,2186,17488000,2020-10-04,2020-10-07,PEMA-SN400
6340,2006609,TSN4012015714,8000,1270,10160000,2020-11-03,2020-11-06,PEMA-SN400
6357,2006800,PEMA013116420,5000,1273,6365000,2020-09-03,2020-09-06,PEMA-SR2000
6358,2003200,PEMA013116420,5000,1588,7940000,2020-09-15,2020-09-18,PEMA-SR2000
6359,2002600,PEMA013116420,5000,2008,10040000,2020-09-29,2020-10-01,PEMA-SR2000
6360,2007800,PEMA013116420,5000,2632,13160000,2020-10-19,2020-10-22,PEMA-SR2000
6361,2006800,PEMA013116420,5000,1273,6365000,2020-11-03,2020-11-06,PEMA-SR2000
6362,2003200,PEMA013116420,5000,1588,7940000,2020-11-15,2020-11-18,PEMA-SR2000
6363,2002600,PEMA013116420,5000,2008,10040000,2020-11-29,2020-12-01,PEMA-SR2000
6377,2006900,PEMA013042200,7000,1274,8918000,2020-09-03,2020-09-06,PEMA-SR3000F
6378,2001102,PEMA013042200,7000,1923,13461000,2020-09-25,2020-09-28,PEMA-SR3000F
6379,2001400,PEMA013042200,7000,2636,18452000,2020-10-19,2020-10-22,PEMA-SR3000F
6380,2006900,PEMA013042200,7000,1274,8918000,2020-11-03,2020-11-06,PEMA-SR3000F
6381,2001102,PEMA013042200,7000,1923,13461000,2020-11-25,2020-11-28,PEMA-SR3000F
6395,2007000,PEMA013072101,10000,1275,12750000,2020-09-03,2020-09-06,PEMA-SR3000F
6396,2004200,PEMA013072101,10000,1883,18830000,2020-09-24,2020-09-27,PEMA-SR3000F
6397,2007600,PEMA013072101,10000,2559,25590000,2020-10-16,2020-10-19,PEMA-SR3000F
6398,2007000,PEMA013072101,10000,1275,12750000,2020-11-03,2020-11-06,PEMA-SR3000F
6399,2004200,PEMA013072101,10000,1883,18830000,2020-11-24,2020-11-27,PEMA-SR3000F
6410,2007700,PEMA043069403,10000,1282,12820000,2020-09-04,2020-09-07,CSA5000
6411,2001300,PEMA043069403,10000,1641,16410000,2020-09-17,2020-09-20,CSA5000
6412,2007700,PEMA043069403,10000,1282,12820000,2020-11-04,2020-11-07,CSA5000
6413,2001300,PEMA043069403,10000,1641,16410000,2020-11-17,2020-11-20,CSA5000
6421,2001200,PEMA023039000,10000,1285,12850000,2020-09-04,2020-09-07,CSA5000
6422,2001500,PEMA023039000,10000,2566,25660000,2020-10-18,2020-10-21,CSA5000
6423,2001200,PEMA023039000,10000,1285,12850000,2020-11-04,2020-11-07,CSA5000
6448,2001300,PEMA013117801,7000,1286,9002000,2020-09-04,2020-09-07,PEMA-HR1000
6449,2004100,PEMA013117801,7000,1739,12173000,2020-09-21,2020-09-24,PEMA-HR1000
6450,2007200,PEMA013117801,7000,1987,13909000,2020-09-29,2020-10-01,PEMA-HR1000
6451,2001300,PEMA013117801,7000,2280,15960000,2020-10-07,2020-10-10,PEMA-HR1000
6452,2006500,PEMA013117801,7000,2545,17815000,2020-10-15,2020-10-18,PEMA-HR1000
6453,2002800,PEMA013117801,7000,2649,18543000,2020-10-19,2020-10-22,PEMA-HR1000
6454,2001300,PEMA013117801,7000,1286,9002000,2020-11-04,2020-11-07,PEMA-HR1000
6455,2004100,PEMA013117801,7000,1739,12173000,2020-11-21,2020-11-24,PEMA-HR1000
6456,2007200,PEMA013117801,7000,1987,13909000,2020-11-29,2020-12-01,PEMA-HR1000
6466,2001500,PEMA363048300,6000,1288,7728000,2020-09-04,2020-09-07,PEMA-HR1000
6467,2001500,PEMA363048300,6000,1288,7728000,2020-11-04,2020-11-07,PEMA-HR1000
6492,2001600,PEMA093001100,8000,1289,10312000,2020-09-04,2020-09-07,PEMA-HR1000
6493,2001700,PEMA093001100,2000,1290,2580000,2020-09-04,2020-09-07,PEMA-HR1000
6494,2003200,PEMA093001100,5000,1446,7230000,2020-09-10,2020-09-13,PEMA-HR1000
6495,2003300,PEMA093001100,5000,1447,7235000,2020-09-10,2020-09-13,PEMA-HR1000
6496,2004500,PEMA093001100,10000,1744,17440000,2020-09-21,2020-09-24,PEMA-HR1000
6497,2006000,PEMA093001100,10000,2114,21140000,2020-10-01,2020-10-04,PEMA-HR1000
6498,2001600,PEMA093001100,8000,1289,10312000,2020-11-04,2020-11-07,PEMA-HR1000
6499,2001700,PEMA093001100,2000,1290,2580000,2020-11-04,2020-11-07,PEMA-HR1000
6500,2003200,PEMA093001100,5000,1446,7230000,2020-11-10,2020-11-13,PEMA-HR1000
6501,2003300,PEMA093001100,5000,1447,7235000,2020-11-10,2020-11-13,PEMA-HR1000
6502,2004500,PEMA093001100,10000,1744,17440000,2020-11-21,2020-11-24,PEMA-HR1000
6516,2001800,PEMA033028900,10000,1291,12910000,2020-09-04,2020-09-07,PEMA-HR1000
6517,2007600,PEMA033028900,10000,1991,19910000,2020-09-29,2020-10-01,PEMA-HR1000
6518,2005100,PEMA033028900,10000,2176,21760000,2020-10-04,2020-10-07,PEMA-HR1000
6519,2001800,PEMA033028900,10000,1291,12910000,2020-11-04,2020-11-07,PEMA-HR1000
6520,2007600,PEMA033028900,10000,1991,19910000,2020-11-29,2020-12-01,PEMA-HR1000
6533,2002000,PEMA013019701,10000,1292,12920000,2020-09-04,2020-09-07,PEMA-HR1000
6534,2004600,PEMA013019701,10000,1745,17450000,2020-09-21,2020-09-24,PEMA-HR1000
6535,2003100,PEMA013019701,10000,2652,26520000,2020-10-20,2020-10-23,PEMA-HR1000
6536,2002000,PEMA013019701,10000,1292,12920000,2020-11-04,2020-11-07,PEMA-HR1000
6537,2004600,PEMA013019701,10000,1745,17450000,2020-11-21,2020-11-24,PEMA-HR1000
6556,2002100,PEMA013037300,5000,1293,6465000,2020-09-04,2020-09-07,PEMA-HR1000
6557,2002200,PEMA013037300,5000,1294,6470000,2020-09-04,2020-09-07,PEMA-HR1000
6558,2005600,PEMA013037300,10000,2110,21100000,2020-10-01,2020-10-04,PEMA-HR1000
6559,2005700,PEMA013037300,5000,2111,10555000,2020-10-01,2020-10-04,PEMA-HR1000
6560,2002100,PEMA013037300,5000,1293,6465000,2020-11-04,2020-11-07,PEMA-HR1000
6561,2002200,PEMA013037300,5000,1294,6470000,2020-11-04,2020-11-07,PEMA-HR1000
6594,2002300,PEMA013050400,7000,1295,9065000,2020-09-04,2020-09-07,PEMA-HR1000
6595,2004500,PEMA013050400,7000,1531,10717000,2020-09-14,2020-09-17,PEMA-HR1000
6596,2005600,PEMA013050400,7000,1684,11788000,2020-09-17,2020-09-20,PEMA-HR1000
6597,2006600,PEMA013050400,7000,1765,12355000,2020-09-21,2020-09-24,PEMA-HR1000
6598,2007500,PEMA013050400,7000,2203,15421000,2020-10-04,2020-10-07,PEMA-HR1000
6599,2002200,PEMA013050400,7000,2359,16513000,2020-10-11,2020-10-14,PEMA-HR1000
6600,2002600,PEMA013050400,7000,2505,17535000,2020-10-15,2020-10-18,PEMA-HR1000
6601,2002600,PEMA013050400,7000,2647,18529000,2020-10-19,2020-10-22,PEMA-HR1000
6602,2002300,PEMA013050400,7000,1295,9065000,2020-11-04,2020-11-07,PEMA-HR1000
6603,2004500,PEMA013050400,7000,1531,10717000,2020-11-14,2020-11-17,PEMA-HR1000
6604,2005600,PEMA013050400,7000,1684,11788000,2020-11-17,2020-11-20,PEMA-HR1000
6605,2006600,PEMA013050400,7000,1765,12355000,2020-11-21,2020-11-24,PEMA-HR1000
6620,2002500,PEMA033027400,10000,1297,12970000,2020-09-04,2020-09-07,PEMA-HR1500
6621,2006000,PEMA033027400,10000,2327,23270000,2020-10-08,2020-10-11,PEMA-HR1500
6622,2002500,PEMA033027400,10000,1297,12970000,2020-11-04,2020-11-07,PEMA-HR1500
6639,2002700,PEMA013041301,15000,1299,19485000,2020-09-04,2020-09-07,PEMA-HR1500
6640,2004901,PEMA013041301,15000,1748,26220000,2020-09-21,2020-09-24,PEMA-HR1500
6641,2005700,PEMA013041301,15000,2253,33795000,2020-10-06,2020-10-09,PEMA-HR1500
6642,2006609,PEMA013041301,15000,2619,39285000,2020-10-19,2020-10-22,PEMA-HR1500
6643,2002700,PEMA013041301,15000,1299,19485000,2020-11-04,2020-11-07,PEMA-HR1500
6644,2004901,PEMA013041301,15000,1748,26220000,2020-11-21,2020-11-24,PEMA-HR1500
6656,2002900,TSN4012032804,7000,1301,9107000,2020-09-04,2020-09-07,PEMA-SN400
6657,2007600,TSN4012032804,7000,2133,14931000,2020-10-01,2020-10-04,PEMA-SN400
6658,2002900,TSN4012032804,7000,1301,9107000,2020-11-04,2020-11-07,PEMA-SN400
6664,2003000,TSN4012039101,3000,1302,3906000,2020-09-04,2020-09-07,PEMA-SN400
6665,2003000,TSN4012039101,3000,1302,3906000,2020-11-04,2020-11-07,PEMA-SN400
6670,2003100,PEMA013061400,5000,1303,6515000,2020-09-04,2020-09-07,PEMA-SR2000
6671,2003100,PEMA013061400,5000,1303,6515000,2020-11-04,2020-11-07,PEMA-SR2000
6684,2003200,PEMA043037801,2000,1304,2608000,2020-09-04,2020-09-07,PEMA-SR2000
6685,2006900,PEMA043037801,2000,1629,3258000,2020-09-16,2020-09-19,PEMA-SR2000
6686,2003700,PEMA043037801,3000,2090,6270000,2020-09-30,2020-10-03,PEMA-SR2000
6687,2003200,PEMA043037801,2000,1304,2608000,2020-11-04,2020-11-07,PEMA-SR2000
6688,2006900,PEMA043037801,2000,1629,3258000,2020-11-16,2020-11-19,PEMA-SR2000
6689,2003700,PEMA043037801,3000,2090,6270000,2020-11-30,2020-12-03,PEMA-SR2000
6705,2003300,PEMA033109400,5000,1305,6525000,2020-09-04,2020-09-07,PEMA-SR3000F
6706,2003400,PEMA033109400,7000,1590,11130000,2020-09-15,2020-09-18,PEMA-SR3000F
6707,2006600,PEMA033109400,5000,2191,10955000,2020-10-04,2020-10-07,PEMA-SR3000F
6708,2007700,PEMA033109400,5000,2560,12800000,2020-10-16,2020-10-19,PEMA-SR3000F
6709,2003300,PEMA033109400,5000,1305,6525000,2020-11-04,2020-11-07,PEMA-SR3000F
6710,2003400,PEMA033109400,7000,1590,11130000,2020-11-15,2020-11-18,PEMA-SR3000F
6725,2003600,PEMA023076910,10000,1308,13080000,2020-09-05,2020-09-08,CSA5000
6726,2004100,PEMA023076910,10000,2165,21650000,2020-10-04,2020-10-07,CSA5000
6727,2002000,PEMA023076910,10000,2641,26410000,2020-10-19,2020-10-22,CSA5000
6728,2003600,PEMA023076910,10000,1308,13080000,2020-11-05,2020-11-08,CSA5000
6751,2003700,PEMA023109400,10000,1309,13090000,2020-09-05,2020-09-08,PEMA-HR1000
6752,2007100,PEMA023109400,5000,1773,8865000,2020-09-22,2020-09-25,PEMA-HR1000
6753,2004600,PEMA023109400,5000,2029,10145000,2020-09-30,2020-10-02,PEMA-HR1000
6754,2007302,PEMA023109400,5000,2414,12070000,2020-10-13,2020-10-16,PEMA-HR1000
6755,2003200,PEMA023109400,10000,2653,26530000,2020-10-20,2020-10-23,PEMA-HR1000
6756,2003700,PEMA023109400,10000,1309,13090000,2020-11-05,2020-11-08,PEMA-HR1000
6757,2007100,PEMA023109400,5000,1773,8865000,2020-11-22,2020-11-25,PEMA-HR1000
6758,2004600,PEMA023109400,5000,2029,10145000,2020-11-30,2020-12-02,PEMA-HR1000
6779,2003800,PEMA013119500,10000,1310,13100000,2020-09-05,2020-09-08,PEMA-HR1000
6780,2003300,PEMA013119500,10000,1660,16600000,2020-09-17,2020-09-20,PEMA-HR1000
6781,2007500,PEMA013119500,10000,2061,20610000,2020-09-30,2020-10-03,PEMA-HR1000
6782,2005400,PEMA013119500,10000,2463,24630000,2020-10-14,2020-10-17,PEMA-HR1000
6783,2003800,PEMA013119500,10000,1310,13100000,2020-11-05,2020-11-08,PEMA-HR1000
6784,2003300,PEMA013119500,10000,1660,16600000,2020-11-17,2020-11-20,PEMA-HR1000
6785,2007500,PEMA013119500,10000,2061,20610000,2020-11-30,2020-12-03,PEMA-HR1000
6799,2004000,PEMA013035322,7000,1312,9184000,2020-09-05,2020-09-08,PEMA-HR1500
6800,2005000,PEMA013035322,7000,1820,12740000,2020-09-23,2020-09-26,PEMA-HR1500
6801,2007100,PEMA013035322,7000,2554,17878000,2020-10-16,2020-10-19,PEMA-HR1500
6802,2004000,PEMA013035322,7000,1312,9184000,2020-11-05,2020-11-08,PEMA-HR1500
6803,2005000,PEMA013035322,7000,1820,12740000,2020-11-23,2020-11-26,PEMA-HR1500
6822,2004200,PEMA053062006,7000,1315,9205000,2020-09-05,2020-09-08,PEMA-SR2000
6823,2001102,PEMA053062006,7000,1497,10479000,2020-09-11,2020-09-14,PEMA-SR2000
6824,2006600,PEMA053062006,7000,2262,15834000,2020-10-06,2020-10-09,PEMA-SR2000
6825,2005900,PEMA053062006,7000,2397,16779000,2020-10-12,2020-10-15,PEMA-SR2000
6826,2004200,PEMA053062006,7000,1315,9205000,2020-11-05,2020-11-08,PEMA-SR2000
6827,2001102,PEMA053062006,7000,1497,10479000,2020-11-11,2020-11-14,PEMA-SR2000
6839,2004300,PEMA023013000,5000,1316,6580000,2020-09-05,2020-09-08,PEMA-SR3000F
6840,2002500,PEMA023013000,4000,1794,7176000,2020-09-22,2020-09-25,PEMA-SR3000F
